trial_ID,block_trial_ID,block,block_type,correct_answer,cue,response_modality,trial_type,phase_0,phase_1,phase_2,phase_3,phase_4,phase_5,phase_6,phase_7,trial_duration,trial_start_time,cue_onset_time,stimulus_onset_time,trial_start_time_block,cue_onset_time_block,stimulus_onset_time_block
146,6,2,cognitive_hand,0,ACC,hand,2,0,0.5,4.8,1.0,1.5,0,0.35,1.85,10.0,1316.0,1316.5,1322.3,54.0,54.5,60.3
147,7,2,cognitive_hand,0,SPD,hand,0,0,1.0,4.8,1.0,1.5,0,0.35,1.35,10.0,1326.0,1327.0,1332.8,64.0,65.0,70.8
148,8,2,cognitive_hand,1,SPD,hand,1,0,0.5,4.8,1.5,1.5,0,0.35,1.35,10.0,1336.0,1336.5,1342.8,74.0,74.5,80.8
149,9,2,cognitive_hand,0,SPD,hand,0,0,0.5,4.8,1.5,1.5,0,0.35,1.35,10.0,1346.0,1346.5,1352.8,84.0,84.5,90.8
150,10,2,cognitive_hand,0,ACC,hand,2,0,1.5,4.8,1.5,1.5,0,0.35,0.35,10.0,1356.0,1357.5,1363.8,94.0,95.5,101.8
151,11,2,cognitive_hand,0,SPD,hand,0,0,0.0,4.8,1.0,1.5,0,0.35,0.35,8.0,1366.0,1366.0,1371.8,104.0,104.0,109.8
152,12,2,cognitive_hand,1,ACC,hand,3,0,0.5,4.8,1.5,1.5,0,0.35,1.35,10.0,1374.0,1374.5,1380.8,112.0,112.5,118.8
153,13,2,cognitive_hand,0,ACC,hand,2,0,0.5,4.8,1.5,1.5,0,0.35,1.35,10.0,1384.0,1384.5,1390.8,122.0,122.5,128.8
154,14,2,cognitive_hand,0,ACC,hand,2,0,0.0,4.8,0.5,1.5,0,0.35,0.85,8.0,1394.0,1394.0,1399.3,132.0,132.0,137.3
155,15,2,cognitive_hand,0,SPD,hand,0,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,1402.0,1403.5,1408.3,140.0,141.5,146.3
156,16,2,cognitive_hand,1,ACC,hand,3,0,0.5,4.8,0.0,1.5,0,0.35,0.85,8.0,1412.0,1412.5,1417.3,150.0,150.5,155.3
157,17,2,cognitive_hand,0,SPD,hand,0,0,1.5,4.8,0.0,1.5,0,0.35,1.85,10.0,1420.0,1421.5,1426.3,158.0,159.5,164.3
158,18,2,cognitive_hand,1,SPD,hand,1,0,1.5,4.8,0.5,1.5,0,0.35,1.35,10.0,1430.0,1431.5,1436.8,168.0,169.5,174.8
159,19,2,cognitive_hand,1,ACC,hand,3,0,0.5,4.8,0.5,1.5,0,0.35,0.35,8.0,1440.0,1440.5,1445.8,178.0,178.5,183.8
160,20,2,cognitive_hand,1,SPD,hand,1,0,1.0,4.8,0.5,1.5,0,0.35,1.85,10.0,1448.0,1449.0,1454.3,186.0,187.0,192.3
